return_id,order_id,request_date,return_reason
3175,O123178,025-8/-20,No longer needed
3176,O123215,24-/2-4/,Defective
3177,O123218,24-/2-7/,Defective
3178,O123227,025-1/-18,No longer needed
3179,O123236,2025-10-15,Defective
3180,O123257,24-/2-9/,No longer needed
3181,O123281,25-/2-6/,Missing/Wrong item
3182,O123289,024-1/-22,Defective
3183,O123297,025-8/-29,Missing/Wrong item
3184,O123318,025-1/-27,Defective
3185,O123335,24-/2-3/,Missing/Wrong item
3186,O123340,2024-10-19,Missing/Wrong item
3187,O123348,024-8/-19,No longer needed
3188,O123351,025-5/-28,Defective
3189,O123367,025-7/-13,Defective
3190,O123372,024-3/-23,No longer needed
3191,O123388,024-5/-13,No longer needed
3192,O123399,025-9/-18,Missing/Wrong item
3193,O123453,024-6/-19,No longer needed
3194,O123463,025-9/-15,Missing/Wrong item
3195,O123477,024-6/-22,No longer needed
3196,O123552,2024-12-31,No longer needed
3197,O123571,025-6/-21,Defective
3198,O123572,025-6/-26,Not as described
3199,O123576,2023-10-18,Defective
3200,O123589,024-2/-28,No longer needed
3201,O123590,025-7/-16,Not as described
3202,O123638,2023-10-12,Not as described
3203,O123645,024-2/-9/,Not as described
3204,O123670,25-/2-9/,Not as described
3205,O123672,023-1/-9/,Missing/Wrong item
3206,O123673,025-3/-15,Missing/Wrong item
3207,O123674,25-/2-5/,Not as described
3208,O123677,2023-11-26,Missing/Wrong item
3209,O123680,2024-10-13,Not as described
3210,O123720,024-2/-27,Not as described
3211,O123726,25-/2-5/,No longer needed
3212,O123748,024-4/-22,No longer needed
3213,O123778,024-8/-20,Missing/Wrong item
3214,O123791,023-1/-2/,Not as described
3215,O123830,2024-12-21,Missing/Wrong item
3216,O123834,24-/2-1/,Slow delivery
3217,O123837,025-7/-21,Missing/Wrong item
3218,O123848,025-5/-10,No longer needed
3219,O123850,025-4/-30,Defective
3220,O123857,25-/2-9/,Not as described
3221,O123860,024-9/-20,No longer needed
3222,O123876,024-5/-29,Missing/Wrong item
3223,O123879,024-7/-20,Missing/Wrong item
3224,O123906,24-/2-3/,No longer needed
3225,O123946,024-9/-16,Defective
3226,O123967,024-2/-20,Defective
3227,O123969,025-4/-14,Not as described
3228,O123974,2024-12-22,Missing/Wrong item
3229,O123992,25-/2-8/,Missing/Wrong item
3230,O123994,023-2/-8/,Defective
3231,O123999,2023-12-31,No longer needed
3232,O124002,24-/2-9/,Not as described
3233,O124004,2023-11-21,Defective
3234,O124039,025-4/-21,Defective
3235,O124055,025-6/-21,No longer needed
3236,O124063,025-5/-17,Missing/Wrong item
3237,O124085,2024-11-23,Defective
3238,O124091,25-/2-7/,Not as described
3239,O124093,025-6/-21,Missing/Wrong item
3240,O124130,025-8/-17,Not as described
3241,O124149,024-0/-1/,Defective
3242,O124161,024-5/-31,Missing/Wrong item
3243,O124185,025-5/-17,Not as described
3244,O124199,024-5/-15,Not as described
3245,O124203,24-/2-6/,No longer needed
3246,O124213,25-/2-8/,Not as described
3247,O124215,024-9/-25,Not as described
3248,O124247,023-2/-6/,No longer needed
3249,O124252,2023-10-26,Not as described
3250,O124265,24-/2-5/,Missing/Wrong item
3251,O124284,024-9/-14,Defective
3252,O124291,2024-12-13,Missing/Wrong item
3253,O124384,024-5/-19,Defective
3254,O124396,024-2/-29,Missing/Wrong item
3255,O124414,25-/2-7/,Not as described
3256,O124429,024-2/-16,Missing/Wrong item
3257,O124435,025-6/-10,Not as described
3258,O124448,24-/2-9/,Defective
3259,O124495,2023-12-10,Missing/Wrong item
3260,O124514,024-9/-14,No longer needed
3261,O124518,023-2/-3/,Not as described
3262,O124522,024-7/-23,Not as described
3263,O124548,024-1/-4/,No longer needed
3264,O124566,25-/2-6/,Missing/Wrong item
3265,O124580,024-4/-30,Missing/Wrong item
3266,O124587,024-4/-25,Defective
3267,O124596,2023-10-18,Missing/Wrong item
3268,O124609,024-7/-31,Missing/Wrong item
3269,O124620,025-9/-23,Defective
3270,O124654,25-/2-1/,Missing/Wrong item
3271,O124688,24-/2-6/,Missing/Wrong item
3272,O124695,024-1/-2/,Missing/Wrong item
3273,O124722,025-3/-10,No longer needed
3274,O124751,025-1/-22,Defective
3275,O124778,2024-12-21,Not as described
3276,O124782,25-/2-4/,Defective
3277,O124800,024-5/-21,Defective
3278,O124808,24-/2-3/,Missing/Wrong item
3279,O124829,023-1/-9/,No longer needed
3280,O124843,24-/2-6/,No longer needed
3281,O124855,025-5/-18,No longer needed
3282,O124868,2023-12-25,Not as described
3283,O124890,24-/2-3/,Not as described
3284,O124894,2023-10-16,Defective
3285,O124896,024-5/-11,Missing/Wrong item
3286,O124897,024-2/-7/,No longer needed
3287,O124905,24-/2-6/,No longer needed
3288,O124954,2023-11-25,No longer needed
3289,O124976,025-9/-12,No longer needed
3290,O124982,25-/2-2/,Not as described
3291,O124984,25-/2-6/,Not as described
3292,O124996,24-/2-6/,Not as described
3293,O125025,25-/2-9/,Defective
3294,O125028,024-2/-29,Missing/Wrong item
3295,O125071,024-9/-29,Missing/Wrong item
3296,O125077,2024-10-24,Not as described
3297,O125083,024-1/-31,Missing/Wrong item
3298,O125117,024-4/-30,No longer needed
3299,O125138,024-9/-28,No longer needed
3300,O125140,024-4/-28,No longer needed
3301,O125206,2024-10-24,Not as described
3302,O125213,024-1/-13,Defective
3303,O125221,025-1/-27,No longer needed
3304,O125224,025-7/-24,Not as described
3305,O125265,024-2/-16,Missing/Wrong item
3306,O125295,2023-10-25,Defective
3307,O125308,24-/2-7/,Not as described
3308,O125324,2023-10-17,No longer needed
3309,O125333,025-5/-31,Not as described
3310,O125336,2024-12-17,No longer needed
3311,O125350,2024-12-15,Missing/Wrong item
3312,O125382,024-2/-19,Missing/Wrong item
3313,O125397,025-4/-28,No longer needed
3314,O125424,025-8/-14,Not as described
3315,O125520,024-2/-29,Missing/Wrong item
3316,O125528,2024-12-14,Defective
3317,O125548,025-1/-16,Missing/Wrong item
3318,O125552,023-1/-9/,No longer needed
3319,O125553,2024-10-17,Not as described
3320,O125570,24-/2-3/,Missing/Wrong item
3321,O125599,024-7/-29,Defective
3322,O125629,025-7/-14,Not as described
3323,O125725,024-7/-14,Not as described
3324,O125774,025-5/-25,Defective
3325,O125779,24-/2-7/,Not as described
3326,O125790,24-/2-1/,Not as described
3327,O125939,25-/2-7/,Defective
3328,O125945,024-1/-16,Not as described
3329,O125957,024-2/-8/,Defective
3330,O125971,25-/2-2/,Not as described
3331,O125975,025-9/-12,No longer needed
3332,O125979,024-2/-26,No longer needed
3333,O125995,025-9/-14,Defective
3334,O126024,25-/2-4/,Not as described
3335,O126036,024-6/-18,Not as described
3336,O126045,024-9/-20,Defective
3337,O126068,024-3/-16,Defective
3338,O126082,25-/2-8/,No longer needed
3339,O126100,024-7/-27,No longer needed
3340,O126148,2024-12-22,No longer needed
3341,O126160,024-2/-11,Missing/Wrong item
3342,O126209,024-1/-17,No longer needed
3343,O126288,2024-11-25,Defective
3344,O126309,025-5/-14,Defective
3345,O126351,025-7/-21,Not as described
3346,O126353,025-8/-29,Defective
3347,O126358,024-5/-22,Missing/Wrong item
3348,O126362,25-/2-5/,Missing/Wrong item
3349,O126367,2023-11-16,Missing/Wrong item
3350,O126395,25-/2-8/,Defective
3351,O126419,025-5/-27,No longer needed
3352,O126438,024-6/-29,Defective
3353,O126458,24-/2-2/,Defective
3354,O126523,024-0/-2/,No longer needed
3355,O126537,024-4/-18,Defective
3356,O126540,024-2/-14,Not as described
3357,O126587,2024-12-17,Defective
3358,O126595,24-/2-7/,Not as described
3359,O126614,24-/2-1/,Slow delivery
3360,O126622,025-4/-25,Missing/Wrong item
3361,O126649,024-1/-7/,Defective
3362,O126655,024-6/-24,Not as described
3363,O126671,2024-11-28,Not as described
3364,O126672,24-/2-6/,Missing/Wrong item
3365,O126676,025-9/-15,Not as described
3366,O126701,025-2/-15,Defective
3367,O126746,024-8/-10,No longer needed
3368,O126749,2024-11-11,No longer needed
3369,O126780,2023-11-22,Defective
3370,O126791,2024-10-16,Defective
3371,O126806,023-0/-1/,Missing/Wrong item
3372,O126810,025-7/-13,Missing/Wrong item
3373,O126820,2024-10-19,Not as described
3374,O126824,025-5/-17,Defective
3375,O126826,25-/2-4/,Missing/Wrong item
3376,O126854,24-/2-4/,No longer needed
3377,O126862,024-4/-19,Defective
3378,O126896,025-6/-18,Not as described
3379,O126897,024-5/-17,Missing/Wrong item
3380,O126900,025-8/-21,No longer needed
3381,O126921,025-1/-14,Missing/Wrong item
3382,O126922,24-/2-2/,Defective
3383,O126948,24-/2-1/,Not as described
3384,O126970,024-4/-18,Not as described
3385,O126973,24-/2-5/,Not as described
3386,O127007,024-9/-30,Defective
3387,O127022,024-8/-12,Not as described
3388,O127064,24-/2-9/,No longer needed
3389,O127066,025-3/-16,Defective
3390,O127068,024-8/-14,No longer needed
3391,O127078,024-3/-22,Defective
3392,O127101,025-3/-30,Defective
3393,O127114,2023-12-15,Defective
3394,O127121,024-4/-14,Slow delivery
3395,O127126,025-5/-23,Missing/Wrong item
3396,O127127,024-5/-14,Defective
3397,O127149,024-7/-27,Missing/Wrong item
3398,O127150,24-/2-3/,Not as described
3399,O127169,024-6/-25,Defective
3400,O127179,025-6/-23,Missing/Wrong item
3401,O127265,25-/2-8/,Defective
3402,O127282,024-9/-23,Missing/Wrong item
3403,O127298,025-2/-28,Not as described
3404,O127299,025-2/-23,No longer needed
3405,O127302,24-/2-6/,Defective
3406,O127303,2024-11-11,Missing/Wrong item
3407,O127332,024-1/-19,Not as described
3408,O127361,025-2/-28,Missing/Wrong item
3409,O127372,025-9/-27,Missing/Wrong item
3410,O127385,2024-10-10,Not as described
3411,O127389,24-/2-8/,Defective
3412,O127428,025-1/-29,No longer needed
3413,O127460,024-4/-18,Not as described
3414,O127465,024-2/-2/,Missing/Wrong item
3415,O127509,025-8/-14,Not as described
3416,O127535,2023-10-27,Missing/Wrong item
3417,O127555,024-2/-7/,Not as described
3418,O127558,024-2/-16,No longer needed
3419,O127567,025-7/-11,Missing/Wrong item
3420,O127572,025-2/-13,Missing/Wrong item
3421,O127575,025-9/-10,Not as described
3422,O127624,25-/2-7/,Missing/Wrong item
3423,O127629,024-5/-22,Missing/Wrong item
3424,O127646,024-1/-25,Not as described
3425,O127676,025-8/-21,Not as described
3426,O127680,024-7/-23,No longer needed
3427,O127687,024-1/-3/,Not as described
3428,O127735,25-/2-1/,Defective
3429,O127746,025-2/-14,No longer needed
3430,O127774,025-6/-28,Not as described
3431,O127799,2024-11-22,Not as described
3432,O127800,025-2/-28,Not as described
3433,O127842,24-/2-9/,No longer needed
3434,O127876,25-/2-4/,Missing/Wrong item
3435,O127884,025-0/-3/,Defective
3436,O127908,024-8/-25,No longer needed
3437,O127916,025-8/-24,Missing/Wrong item
3438,O127922,2024-11-21,Missing/Wrong item
3439,O127924,25-/2-4/,No longer needed
3440,O127961,24-/2-8/,Not as described
3441,O127985,24-/2-9/,Not as described
3442,O128003,2024-12-14,Missing/Wrong item
3443,O128006,24-/2-9/,Not as described
3444,O128009,024-8/-21,Not as described
3445,O128043,24-/2-8/,Defective
3446,O128052,024-4/-15,Missing/Wrong item
3447,O128061,025-6/-15,Not as described
3448,O128067,2023-11-30,Missing/Wrong item
3449,O128072,2023-12-19,No longer needed
3450,O128084,025-8/-28,Not as described
3451,O128127,025-5/-20,Defective
3452,O128132,24-/2-4/,Defective
3453,O128136,024-7/-10,Missing/Wrong item
3454,O128165,024-0/-9/,No longer needed
3455,O128169,25-/2-6/,Missing/Wrong item
3456,O128179,025-3/-22,No longer needed
3457,O128192,024-6/-20,Not as described
3458,O128197,024-4/-30,Not as described
3459,O128199,025-5/-24,No longer needed
3460,O128204,2023-10-28,Defective
3461,O128214,024-3/-19,Not as described
3462,O128269,2023-12-14,Defective
3463,O128276,2024-10-21,Not as described
3464,O128290,025-7/-25,Defective
3465,O128331,2024-11-15,Missing/Wrong item
3466,O128341,025-7/-24,No longer needed
3467,O128353,024-9/-29,Slow delivery
3468,O128361,2024-10-13,No longer needed
3469,O128396,024-3/-28,Not as described
3470,O128418,025-5/-24,Not as described
3471,O128443,24-/2-5/,Defective
3472,O128477,024-5/-15,Missing/Wrong item
3473,O128501,25-/2-5/,Not as described
3474,O128547,024-9/-12,Not as described
3475,O128549,025-4/-22,Missing/Wrong item
3476,O128626,025-8/-22,No longer needed
3477,O128644,024-4/-18,Missing/Wrong item
3478,O128657,24-/2-9/,Defective
3479,O128660,25-/2-8/,No longer needed
3480,O128666,2023-11-25,No longer needed
3481,O128689,025-9/-17,No longer needed
3482,O128740,024-8/-23,No longer needed
3483,O128748,025-3/-15,No longer needed
3484,O128778,024-9/-26,Missing/Wrong item
3485,O128800,024-1/-8/,Not as described
3486,O128812,025-1/-16,Not as described
3487,O128825,025-2/-22,Not as described
3488,O128835,024-7/-24,No longer needed
3489,O128838,025-9/-14,No longer needed
3490,O128850,025-6/-13,Not as described
3491,O128870,025-3/-27,Defective
3492,O128884,023-0/-1/,Missing/Wrong item
3493,O128890,025-8/-21,Defective
3494,O128930,025-1/-14,No longer needed
3495,O128943,025-2/-15,No longer needed
3496,O128947,025-6/-11,Not as described
3497,O128948,025-9/-30,No longer needed
3498,O128952,025-5/-12,Defective
3499,O128957,2024-10-15,Missing/Wrong item
3500,O129004,024-2/-23,Missing/Wrong item
3501,O129019,025-3/-12,Not as described
3502,O129051,024-1/-15,Missing/Wrong item
3503,O129080,24-/2-5/,Missing/Wrong item
3504,O129109,024-2/-28,Missing/Wrong item
3505,O129112,24-/2-5/,Not as described
3506,O129119,024-1/-31,Defective
3507,O129125,023-2/-2/,Defective
3508,O129159,025-4/-27,Not as described
3509,O129160,024-3/-13,Missing/Wrong item
3510,O129166,025-2/-23,Not as described
3511,O129187,024-8/-19,No longer needed
3512,O129189,2024-12-14,No longer needed
3513,O129250,025-2/-10,Missing/Wrong item
3514,O129263,024-9/-29,No longer needed
3515,O129297,023-2/-7/,Defective
3516,O129306,025-7/-12,Missing/Wrong item
3517,O129329,024-4/-25,Missing/Wrong item
3518,O129333,024-6/-24,Missing/Wrong item
3519,O129342,024-3/-15,Not as described
3520,O129398,025-5/-12,Not as described
3521,O129460,025-7/-28,Defective
3522,O129462,024-2/-23,Missing/Wrong item
3523,O129491,025-4/-28,Missing/Wrong item
3524,O129522,2024-12-16,Missing/Wrong item
3525,O129532,025-8/-30,No longer needed
3526,O129544,2023-11-10,Defective
3527,O129565,024-1/-23,Missing/Wrong item
3528,O129595,2024-11-20,Missing/Wrong item
3529,O129598,024-9/-23,Not as described
3530,O129623,024-7/-30,Defective
3531,O129624,25-/2-8/,No longer needed
3532,O129649,024-5/-10,Missing/Wrong item
3533,O129696,2024-11-23,Not as described
3534,O129703,2024-11-28,Defective
3535,O129726,024-5/-19,No longer needed
3536,O129728,24-/2-3/,No longer needed
3537,O129733,024-1/-11,Missing/Wrong item
3538,O129758,24-/2-6/,No longer needed
3539,O129771,2023-12-26,No longer needed
3540,O129775,2023-10-10,No longer needed
3541,O129784,2024-11-10,Slow delivery
3542,O129816,25-/2-7/,Missing/Wrong item
3543,O129817,023-2/-1/,Defective
3544,O129846,024-5/-12,No longer needed
3545,O129847,25-/2-5/,Missing/Wrong item
3546,O129851,2024-10-14,Not as described
3547,O129879,024-0/-7/,Missing/Wrong item
3548,O129922,25-/2-7/,No longer needed
3549,O129931,023-9/-30,Not as described
3550,O129935,25-/2-9/,Not as described
3551,O129948,025-8/-27,No longer needed
3552,O129955,024-4/-15,No longer needed
3553,O129973,25-/2-9/,Defective
3554,O129989,025-7/-26,Not as described
3555,O130045,024-4/-29,No longer needed
3556,O130057,024-8/-16,Defective
3557,O130075,024-6/-17,Missing/Wrong item
3558,O130088,025-7/-18,Missing/Wrong item
3559,O130149,025-9/-30,Missing/Wrong item
3560,O130154,24-/2-7/,Not as described
3561,O130155,024-8/-24,Not as described
3562,O130168,024-3/-25,Not as described
3563,O130175,2023-10-25,Defective
3564,O130177,025-6/-19,No longer needed
3565,O130191,024-6/-26,Defective
3566,O130259,025-1/-12,Missing/Wrong item
3567,O130282,2024-12-14,Missing/Wrong item
3568,O130283,024-7/-13,No longer needed
3569,O130289,025-8/-26,Missing/Wrong item
3570,O130315,2024-10-21,Defective
3571,O130326,024-1/-9/,Missing/Wrong item
3572,O130347,025-2/-26,Not as described
3573,O130351,2024-11-29,No longer needed
3574,O130353,2023-11-24,Defective
3575,O130406,024-0/-9/,Not as described
3576,O130411,25-/2-8/,No longer needed
3577,O130436,025-1/-13,Missing/Wrong item
3578,O130455,24-/2-9/,No longer needed
3579,O130478,024-7/-14,Missing/Wrong item
3580,O130489,024-1/-15,Not as described
3581,O130498,2024-12-10,Not as described
3582,O130544,025-2/-25,No longer needed
3583,O130551,24-/2-2/,No longer needed
3584,O130560,025-6/-28,Defective
3585,O130565,2024-12-13,Not as described
3586,O130580,2024-11-20,No longer needed
3587,O130583,024-3/-10,Missing/Wrong item
3588,O130589,2023-12-17,Missing/Wrong item
3589,O130596,024-1/-13,No longer needed
3590,O130614,025-4/-12,Defective
3591,O130629,025-4/-21,No longer needed
3592,O130633,2024-10-23,Defective
3593,O130658,2024-12-30,Not as described
3594,O130664,24-/2-2/,Defective
3595,O130666,2023-12-31,No longer needed
3596,O130697,024-5/-13,Defective
3597,O130708,2023-12-29,Missing/Wrong item
3598,O130710,024-5/-23,Not as described
3599,O130711,024-4/-16,Missing/Wrong item
3600,O130720,025-5/-29,No longer needed
3601,O130758,2023-10-14,No longer needed
3602,O130764,024-6/-16,Defective
3603,O130787,2024-11-17,No longer needed
3604,O130806,023-1/-3/,No longer needed
3605,O130820,024-1/-18,No longer needed
3606,O130865,025-1/-22,Defective
3607,O130927,25-/2-2/,Not as described
3608,O131000,025-9/-12,No longer needed
3609,O131006,2024-12-27,Not as described
3610,O131032,25-/2-5/,Defective
3611,O131041,2023-10-28,No longer needed
3612,O131053,24-/2-8/,Not as described
3613,O131075,024-9/-11,No longer needed
3614,O131087,2023-11-23,Not as described
3615,O131122,024-3/-28,Not as described
3616,O131182,024-3/-14,Defective
3617,O131212,2023-12-31,Missing/Wrong item
3618,O131241,025-4/-27,No longer needed
3619,O131245,024-1/-9/,No longer needed
3620,O131250,023-2/-8/,Defective
3621,O131252,024-2/-23,Missing/Wrong item
3622,O131267,024-5/-21,Defective
3623,O131284,025-8/-12,Not as described
3624,O131322,024-4/-29,Not as described
3625,O131329,2023-10-31,Missing/Wrong item
3626,O131338,025-7/-22,No longer needed
3627,O131365,24-/2-8/,No longer needed
3628,O131371,025-7/-11,Defective
3629,O131382,024-1/-19,No longer needed
3630,O131383,025-7/-29,Not as described
3631,O131405,024-2/-28,Defective
3632,O131416,025-4/-14,Defective
3633,O131439,024-1/-29,No longer needed
3634,O131447,025-7/-30,No longer needed
3635,O131462,2024-11-23,Not as described
3636,O131466,024-4/-23,Defective
3637,O131482,25-/2-5/,Not as described
3638,O131485,24-/2-6/,Not as described
3639,O131506,24-/2-6/,No longer needed
3640,O131518,24-/2-9/,Not as described
3641,O131545,024-8/-21,Not as described
3642,O131571,024-2/-7/,Defective
3643,O131620,25-/2-7/,Not as described
3644,O131716,025-2/-27,Missing/Wrong item
3645,O131718,025-1/-12,Not as described
3646,O131728,024-4/-18,Not as described
3647,O131754,024-1/-18,No longer needed
3648,O131777,025-4/-12,Defective
3649,O131793,024-2/-4/,No longer needed
3650,O131798,25-/2-4/,Not as described
3651,O131814,025-2/-24,Not as described
3652,O131857,25-/2-8/,Defective
3653,O131872,025-4/-26,Defective
3654,O131909,024-1/-20,Not as described
3655,O131921,25-/2-2/,Defective
3656,O131932,024-3/-23,No longer needed
3657,O131943,024-8/-17,Missing/Wrong item
3658,O131957,2024-11-24,Missing/Wrong item
3659,O131963,025-9/-12,Defective
3660,O131968,024-1/-17,Defective
3661,O132014,025-4/-28,Missing/Wrong item
3662,O132017,024-1/-7/,Missing/Wrong item
3663,O132027,25-/2-1/,No longer needed
3664,O132028,025-5/-19,No longer needed
3665,O132041,025-6/-13,Not as described
3666,O132043,024-1/-2/,Not as described
3667,O132075,024-7/-23,No longer needed
3668,O132098,024-4/-24,Missing/Wrong item
3669,O132111,025-8/-19,No longer needed
3670,O132119,023-2/-6/,Defective
3671,O132148,025-4/-24,Defective
3672,O132152,023-1/-3/,Not as described
3673,O132159,025-7/-21,Not as described
3674,O132163,025-9/-10,Defective
3675,O132174,024-9/-30,Missing/Wrong item
3676,O132176,24-/2-1/,Defective
3677,O132190,025-8/-12,No longer needed
3678,O132200,24-/2-7/,Defective
3679,O132242,025-7/-20,Not as described
3680,O132256,024-7/-20,Not as described
3681,O132276,2024-11-29,No longer needed
3682,O132290,025-5/-17,No longer needed
3683,O132299,025-6/-30,Defective
3684,O132304,024-8/-27,Missing/Wrong item
3685,O132322,24-/2-2/,Not as described
3686,O132345,024-8/-16,Defective
3687,O132360,025-1/-19,No longer needed
3688,O132373,024-1/-17,Defective
3689,O132378,25-/2-9/,Missing/Wrong item
3690,O132385,2024-12-21,Not as described
3691,O132389,2023-10-19,Not as described
3692,O132403,024-7/-28,Missing/Wrong item
3693,O132447,024-2/-19,Defective
3694,O132464,024-7/-31,Not as described
3695,O132465,025-5/-19,No longer needed
3696,O132473,2024-12-22,Missing/Wrong item
3697,O132533,025-9/-13,No longer needed
3698,O132536,024-3/-19,Not as described
3699,O132555,24-/2-2/,Missing/Wrong item
3700,O132558,024-3/-27,Not as described
3701,O132559,025-8/-18,Defective
3702,O132581,024-3/-27,No longer needed
3703,O132583,025-4/-21,Missing/Wrong item
3704,O132599,2023-11-28,Not as described
3705,O132656,024-2/-18,Not as described
3706,O132666,025-1/-13,Defective
3707,O132678,024-2/-27,No longer needed
3708,O132679,024-7/-29,Missing/Wrong item
3709,O132717,2024-12-14,Defective
3710,O132721,2023-11-17,No longer needed
3711,O132738,2024-12-24,Missing/Wrong item
3712,O132742,024-4/-19,Not as described
3713,O132744,2024-10-22,Not as described
3714,O132747,025-5/-22,No longer needed
3715,O132761,024-5/-15,Not as described
3716,O132773,024-8/-21,Defective
3717,O132774,25-/2-8/,Missing/Wrong item
3718,O132776,024-1/-14,Missing/Wrong item
3719,O132790,024-4/-15,Defective
3720,O132804,025-5/-26,Not as described
3721,O132809,023-2/-2/,Missing/Wrong item
3722,O132813,024-1/-2/,Defective
3723,O132818,024-9/-27,Not as described
3724,O132916,24-/2-5/,No longer needed
3725,O132931,25-/2-1/,No longer needed
3726,O132948,025-5/-13,Not as described
3727,O132960,2023-10-25,No longer needed
3728,O132963,024-2/-22,No longer needed
3729,O132969,024-8/-14,Defective
3730,O132971,25-/2-9/,Not as described
3731,O132990,024-3/-29,Not as described
3732,O132992,024-2/-18,Not as described
3733,O132993,2024-12-15,Not as described
3734,O133000,2024-12-17,No longer needed
3735,O133057,25-/2-6/,Missing/Wrong item
3736,O133063,024-4/-15,No longer needed
3737,O133136,24-/2-4/,No longer needed
3738,O133142,025-6/-16,Missing/Wrong item
3739,O133146,024-9/-20,Missing/Wrong item
3740,O133158,024-3/-30,No longer needed
3741,O133204,2024-11-23,Not as described
3742,O133232,024-0/-2/,No longer needed
3743,O133234,024-6/-21,Defective
3744,O133265,024-9/-15,Defective
3745,O133295,24-/2-6/,No longer needed
3746,O133297,025-1/-29,Not as described
3747,O133308,24-/2-2/,Defective
3748,O133310,2023-12-15,Missing/Wrong item
3749,O133313,023-0/-6/,Not as described
3750,O133350,2024-12-17,Not as described
3751,O133353,025-2/-26,Not as described
3752,O133376,025-3/-26,Not as described
3753,O133401,025-4/-16,No longer needed
3754,O133427,025-7/-14,No longer needed
3755,O133434,024-8/-13,Defective
3756,O133439,25-/2-8/,Missing/Wrong item
3757,O133507,024-5/-14,Missing/Wrong item
3758,O133528,24-/2-6/,Not as described
3759,O133534,025-4/-24,No longer needed
3760,O133551,024-3/-11,No longer needed
3761,O133557,25-/2-2/,Defective
3762,O133566,025-4/-22,Not as described
3763,O133577,2023-11-22,No longer needed
3764,O133610,24-/2-9/,Missing/Wrong item
3765,O133682,2024-10-25,No longer needed
3766,O133687,25-/2-4/,Missing/Wrong item
3767,O133699,025-2/-28,No longer needed
3768,O133711,025-1/-28,Defective
3769,O133720,024-6/-17,Defective
3770,O133721,024-1/-12,No longer needed
3771,O133771,25-/2-2/,Missing/Wrong item
3772,O133785,2024-11-15,Missing/Wrong item
3773,O133809,023-9/-29,Defective
3774,O133817,25-/2-1/,Not as described
3775,O133834,024-3/-11,Missing/Wrong item
3776,O133860,2023-10-26,Missing/Wrong item
3777,O133882,025-7/-14,No longer needed
3778,O133887,024-3/-23,No longer needed
3779,O133913,2024-11-30,Not as described
3780,O133936,024-8/-19,Missing/Wrong item
3781,O133950,024-9/-30,No longer needed
3782,O133983,024-6/-17,Not as described
3783,O134015,2023-10-29,Not as described
3784,O134039,024-0/-1/,Not as described
3785,O134092,25-/2-1/,Defective
3786,O134111,25-/2-1/,Not as described
3787,O134124,24-/2-6/,No longer needed
3788,O134147,024-8/-11,Missing/Wrong item
3789,O134160,024-5/-12,No longer needed
3790,O134190,023-9/-28,No longer needed
3791,O134203,024-6/-12,No longer needed
3792,O134239,024-1/-18,Not as described
3793,O134254,025-3/-14,No longer needed
3794,O134260,024-1/-2/,Missing/Wrong item
3795,O134273,025-4/-22,Missing/Wrong item
3796,O134335,24-/2-9/,No longer needed
3797,O134343,025-7/-19,Not as described
3798,O134385,2023-12-10,Defective
3799,O134412,023-2/-5/,Not as described
3800,O134415,024-7/-22,No longer needed
3801,O134431,2023-10-12,Missing/Wrong item
3802,O134461,2023-11-26,Defective
3803,O134462,024-1/-24,No longer needed
3804,O134464,024-3/-20,No longer needed
3805,O134467,024-1/-29,No longer needed
3806,O134496,2023-12-27,No longer needed
